MACH,RE,ALPHA,BETA,DEFL_1_1,DEFL_1_2,DEFL_1_3,DEFL_1_4,FX,FY,FZ,TX,TY,TZ
0.15,3500000,-15.119,14.28,-22.051,17.915,11.62,-14.381,0.0425,-0.3189,-0.3725,0.002,-0.03,-0.0382
0.15,3500000,-13.849,14.28,-22.051,17.915,11.62,-14.381,0.0494,-0.3452,-0.2951,-0.0009,-0.0419,-0.0236
0.15,3500000,-8.858,14.28,-22.051,17.915,11.62,-14.381,0.0727,-0.457,0.003,-0.0131,-0.0904,0.0395
0.15,3500000,-6.99,14.28,-22.051,17.915,11.62,-14.381,0.0804,-0.5015,0.1136,-0.0179,-0.1078,0.0645
0.15,3500000,-6.796,14.28,-22.051,17.915,11.62,-14.381,0.0811,-0.5062,0.1251,-0.0184,-0.1095,0.0671
0.15,3500000,-5.786,14.28,-22.051,17.915,11.62,-14.381,0.0851,-0.5306,0.1845,-0.021,-0.1183,0.0807
0.15,3500000,-2.381,14.28,-22.051,17.915,11.62,-14.381,0.0963,-0.6126,0.376,-0.0296,-0.1459,0.1253
0.15,3500000,2.361,14.28,-22.051,17.915,11.62,-14.381,0.1075,-0.7438,0.6485,-0.0419,-0.1854,0.192
0.15,3500000,4.062,14.28,-22.051,17.915,11.62,-14.381,0.1098,-0.7962,0.7489,-0.0465,-0.2009,0.2174
0.15,3500000,5.207,14.28,-22.051,17.915,11.62,-14.381,0.1108,-0.8317,0.8161,-0.0495,-0.2113,0.2343
0.15,3500000,5.354,14.28,-22.051,17.915,11.62,-14.381,0.1109,-0.8362,0.8247,-0.0498,-0.2126,0.2365
0.15,3500000,10.475,14.28,-22.051,17.915,11.62,-14.381,0.1104,-1.0085,1.1464,-0.063,-0.2642,0.3175
0.15,3500000,12.496,14.28,-22.051,17.915,11.62,-14.381,0.1068,-1.0808,1.2774,-0.0682,-0.2886,0.3517
0.15,3500000,15.918,14.28,-22.051,17.915,11.62,-14.381,0.0949,-1.1947,1.484,-0.0752,-0.3315,0.4057
0.15,3500000,18.299,14.28,-22.051,17.915,11.62,-14.381,0.0844,-1.2616,1.6196,-0.0791,-0.3575,0.438
0.3,7000000,-15.119,14.28,-22.051,17.915,11.62,-14.381,0.0407,-0.3277,-0.382,0.002,-0.0293,-0.0376
0.3,7000000,-13.849,14.28,-22.051,17.915,11.62,-14.381,0.0477,-0.3534,-0.3029,-0.0009,-0.0414,-0.0229
0.3,7000000,-8.858,14.28,-22.051,17.915,11.62,-14.381,0.0715,-0.4634,-0.0002,-0.0131,-0.0904,0.0403
0.3,7000000,-6.99,14.28,-22.051,17.915,11.62,-14.381,0.0793,-0.5073,0.1116,-0.0179,-0.1079,0.0653
0.3,7000000,-6.796,14.28,-22.051,17.915,11.62,-14.381,0.0801,-0.5119,0.1231,-0.0184,-0.1097,0.0679
0.3,7000000,-5.786,14.28,-22.051,17.915,11.62,-14.381,0.0841,-0.5361,0.183,-0.021,-0.1186,0.0814
0.3,7000000,-2.381,14.28,-22.051,17.915,11.62,-14.381,0.0953,-0.6174,0.3754,-0.0297,-0.1463,0.126
0.3,7000000,2.361,14.28,-22.051,17.915,11.62,-14.381,0.1063,-0.7487,0.6488,-0.042,-0.1863,0.1928
0.3,7000000,4.062,14.28,-22.051,17.915,11.62,-14.381,0.1086,-0.8012,0.7493,-0.0465,-0.2019,0.2182
0.3,7000000,5.207,14.28,-22.051,17.915,11.62,-14.381,0.1095,-0.8367,0.8164,-0.0494,-0.2123,0.2351
0.3,7000000,5.354,14.28,-22.051,17.915,11.62,-14.381,0.1096,-0.8412,0.825,-0.0498,-0.2136,0.2372
0.3,7000000,10.475,14.28,-22.051,17.915,11.62,-14.381,0.1084,-1.013,1.1457,-0.0628,-0.265,0.3174
0.3,7000000,12.496,14.28,-22.051,17.915,11.62,-14.381,0.1044,-1.0857,1.2767,-0.0678,-0.2897,0.3514
0.3,7000000,15.918,14.28,-22.051,17.915,11.62,-14.381,0.0921,-1.1989,1.4852,-0.0748,-0.3315,0.4044
0.3,7000000,18.299,14.28,-22.051,17.915,11.62,-14.381,0.0811,-1.2654,1.6225,-0.0785,-0.357,0.436
0.45,10000000,-15.119,14.28,-22.051,17.915,11.62,-14.381,0.0388,-0.3364,-0.3915,0.002,-0.0286,-0.037
0.45,10000000,-13.849,14.28,-22.051,17.915,11.62,-14.381,0.046,-0.3617,-0.3107,-0.0009,-0.0409,-0.0222
0.45,10000000,-8.858,14.28,-22.051,17.915,11.62,-14.381,0.0703,-0.47,-0.003,-0.0132,-0.0906,0.0411
0.45,10000000,-6.99,14.28,-22.051,17.915,11.62,-14.381,0.0782,-0.5134,0.1097,-0.018,-0.1082,0.0661
0.45,10000000,-6.796,14.28,-22.051,17.915,11.62,-14.381,0.079,-0.5179,0.1213,-0.0185,-0.1099,0.0687
0.45,10000000,-5.786,14.28,-22.051,17.915,11.62,-14.381,0.083,-0.5417,0.1816,-0.021,-0.1189,0.0822
0.45,10000000,-2.381,14.28,-22.051,17.915,11.62,-14.381,0.0942,-0.6222,0.3746,-0.0297,-0.1467,0.1267
0.45,10000000,2.361,14.28,-22.051,17.915,11.62,-14.381,0.105,-0.7537,0.6484,-0.042,-0.1875,0.1937
0.45,10000000,4.062,14.28,-22.051,17.915,11.62,-14.381,0.1071,-0.8062,0.7485,-0.0465,-0.2032,0.219
0.45,10000000,5.207,14.28,-22.051,17.915,11.62,-14.381,0.1078,-0.8414,0.8151,-0.0494,-0.2136,0.2357
0.45,10000000,5.354,14.28,-22.051,17.915,11.62,-14.381,0.1079,-0.8459,0.8236,-0.0497,-0.2149,0.2378
0.45,10000000,10.475,14.28,-22.051,17.915,11.62,-14.381,0.1057,-1.0145,1.1391,-0.0622,-0.2651,0.3157
0.45,10000000,12.496,14.28,-22.051,17.915,11.62,-14.381,0.1011,-1.0868,1.2688,-0.0671,-0.2898,0.3492
0.45,10000000,15.918,14.28,-22.051,17.915,11.62,-14.381,0.0886,-1.1975,1.4774,-0.0738,-0.3297,0.4003
0.45,10000000,18.299,14.28,-22.051,17.915,11.62,-14.381,0.0773,-1.2618,1.6146,-0.0774,-0.3536,0.4302
0.6,14000000,-15.119,14.28,-22.051,17.915,11.62,-14.381,0.0362,-0.3477,-0.404,0.002,-0.0277,-0.0363
0.6,14000000,-13.849,14.28,-22.051,17.915,11.62,-14.381,0.044,-0.3709,-0.3189,-0.0009,-0.0405,-0.0214
0.6,14000000,-8.858,14.28,-22.051,17.915,11.62,-14.381,0.0689,-0.478,-0.0044,-0.0133,-0.0914,0.0426
0.6,14000000,-6.99,14.28,-22.051,17.915,11.62,-14.381,0.0769,-0.5212,0.1099,-0.0182,-0.1093,0.0678
0.6,14000000,-6.796,14.28,-22.051,17.915,11.62,-14.381,0.0777,-0.5257,0.1216,-0.0187,-0.111,0.0704
0.6,14000000,-5.786,14.28,-22.051,17.915,11.62,-14.381,0.0817,-0.5495,0.1825,-0.0213,-0.1201,0.0841
0.6,14000000,-2.381,14.28,-22.051,17.915,11.62,-14.381,0.0929,-0.63,0.3772,-0.0299,-0.1486,0.1288
0.6,14000000,2.361,14.28,-22.051,17.915,11.62,-14.381,0.1034,-0.7619,0.6513,-0.0422,-0.1901,0.1961
0.6,14000000,4.062,14.28,-22.051,17.915,11.62,-14.381,0.1052,-0.8141,0.7505,-0.0467,-0.206,0.2212
0.6,14000000,5.207,14.28,-22.051,17.915,11.62,-14.381,0.1058,-0.8494,0.8168,-0.0495,-0.2165,0.2378
0.6,14000000,5.354,14.28,-22.051,17.915,11.62,-14.381,0.1059,-0.8539,0.8253,-0.0499,-0.2178,0.24
0.6,14000000,10.475,14.28,-22.051,17.915,11.62,-14.381,0.1024,-1.0146,1.1292,-0.0614,-0.2649,0.3132
0.6,14000000,12.496,14.28,-22.051,17.915,11.62,-14.381,0.097,-1.0886,1.2584,-0.0663,-0.2911,0.3472
0.6,14000000,15.918,14.28,-22.051,17.915,11.62,-14.381,0.0837,-1.2014,1.4732,-0.0729,-0.3295,0.3971
0.15,3500000,-15.119,14.28,-22.051,17.915,11.62,-14.381,0.0425,-0.3189,-0.3725,0.002,-0.03,-0.0382
0.15,3500000,-13.849,14.28,-22.051,17.915,11.62,-14.381,0.0494,-0.3452,-0.2951,-0.0009,-0.0419,-0.0236
0.15,3500000,-8.858,14.28,-22.051,17.915,11.62,-14.381,0.0727,-0.457,0.003,-0.0131,-0.0904,0.0395
0.15,3500000,-6.99,14.28,-22.051,17.915,11.62,-14.381,0.0804,-0.5015,0.1136,-0.0179,-0.1078,0.0645
0.15,3500000,-6.796,14.28,-22.051,17.915,11.62,-14.381,0.0811,-0.5062,0.1251,-0.0184,-0.1095,0.0671
0.15,3500000,-5.786,14.28,-22.051,17.915,11.62,-14.381,0.0851,-0.5306,0.1845,-0.021,-0.1183,0.0807
0.15,3500000,-2.381,14.28,-22.051,17.915,11.62,-14.381,0.0963,-0.6126,0.376,-0.0296,-0.1459,0.1253
0.15,3500000,2.361,14.28,-22.051,17.915,11.62,-14.381,0.1075,-0.7438,0.6485,-0.0419,-0.1854,0.192
0.15,3500000,4.062,14.28,-22.051,17.915,11.62,-14.381,0.1098,-0.7962,0.7489,-0.0465,-0.2009,0.2174
0.15,3500000,5.207,14.28,-22.051,17.915,11.62,-14.381,0.1108,-0.8317,0.8161,-0.0495,-0.2113,0.2343
0.15,3500000,5.354,14.28,-22.051,17.915,11.62,-14.381,0.1109,-0.8362,0.8247,-0.0498,-0.2126,0.2365
0.15,3500000,10.475,14.28,-22.051,17.915,11.62,-14.381,0.1104,-1.0085,1.1464,-0.063,-0.2642,0.3175
0.15,3500000,12.496,14.28,-22.051,17.915,11.62,-14.381,0.1068,-1.0808,1.2774,-0.0682,-0.2886,0.3517
0.15,3500000,15.918,14.28,-22.051,17.915,11.62,-14.381,0.0949,-1.1947,1.484,-0.0752,-0.3315,0.4057
0.15,3500000,18.299,14.28,-22.051,17.915,11.62,-14.381,0.0844,-1.2616,1.6196,-0.0791,-0.3575,0.438
0.3,7000000,-15.119,14.28,-22.051,17.915,11.62,-14.381,0.0407,-0.3277,-0.382,0.002,-0.0293,-0.0376
0.3,7000000,-13.849,14.28,-22.051,17.915,11.62,-14.381,0.0477,-0.3534,-0.3029,-0.0009,-0.0414,-0.0229
0.3,7000000,-8.858,14.28,-22.051,17.915,11.62,-14.381,0.0715,-0.4634,-0.0002,-0.0131,-0.0904,0.0403
0.3,7000000,-6.99,14.28,-22.051,17.915,11.62,-14.381,0.0793,-0.5073,0.1116,-0.0179,-0.1079,0.0653
0.3,7000000,-6.796,14.28,-22.051,17.915,11.62,-14.381,0.0801,-0.5119,0.1231,-0.0184,-0.1097,0.0679
0.3,7000000,-5.786,14.28,-22.051,17.915,11.62,-14.381,0.0841,-0.5361,0.183,-0.021,-0.1186,0.0814
0.3,7000000,-2.381,14.28,-22.051,17.915,11.62,-14.381,0.0953,-0.6174,0.3754,-0.0297,-0.1463,0.126
0.3,7000000,2.361,14.28,-22.051,17.915,11.62,-14.381,0.1063,-0.7487,0.6488,-0.042,-0.1863,0.1928
0.3,7000000,4.062,14.28,-22.051,17.915,11.62,-14.381,0.1086,-0.8012,0.7493,-0.0465,-0.2019,0.2182
0.3,7000000,5.207,14.28,-22.051,17.915,11.62,-14.381,0.1095,-0.8367,0.8164,-0.0494,-0.2123,0.2351
0.3,7000000,5.354,14.28,-22.051,17.915,11.62,-14.381,0.1096,-0.8412,0.825,-0.0498,-0.2136,0.2372
0.3,7000000,10.475,14.28,-22.051,17.915,11.62,-14.381,0.1084,-1.013,1.1457,-0.0628,-0.265,0.3174
0.3,7000000,12.496,14.28,-22.051,17.915,11.62,-14.381,0.1044,-1.0857,1.2767,-0.0678,-0.2897,0.3514
0.3,7000000,15.918,14.28,-22.051,17.915,11.62,-14.381,0.0921,-1.1989,1.4852,-0.0748,-0.3315,0.4044
0.3,7000000,18.299,14.28,-22.051,17.915,11.62,-14.381,0.0811,-1.2654,1.6225,-0.0785,-0.357,0.436
0.45,10000000,-15.119,14.28,-22.051,17.915,11.62,-14.381,0.0388,-0.3364,-0.3915,0.002,-0.0286,-0.037
0.45,10000000,-13.849,14.28,-22.051,17.915,11.62,-14.381,0.046,-0.3617,-0.3107,-0.0009,-0.0409,-0.0222
0.45,10000000,-8.858,14.28,-22.051,17.915,11.62,-14.381,0.0703,-0.47,-0.003,-0.0132,-0.0906,0.0411
0.45,10000000,-6.99,14.28,-22.051,17.915,11.62,-14.381,0.0782,-0.5134,0.1097,-0.018,-0.1082,0.0661
0.45,10000000,-6.796,14.28,-22.051,17.915,11.62,-14.381,0.079,-0.5179,0.1213,-0.0185,-0.1099,0.0687
0.45,10000000,-5.786,14.28,-22.051,17.915,11.62,-14.381,0.083,-0.5417,0.1816,-0.021,-0.1189,0.0822
0.45,10000000,-2.381,14.28,-22.051,17.915,11.62,-14.381,0.0942,-0.6222,0.3746,-0.0297,-0.1467,0.1267
0.45,10000000,2.361,14.28,-22.051,17.915,11.62,-14.381,0.105,-0.7537,0.6484,-0.042,-0.1875,0.1937
0.45,10000000,4.062,14.28,-22.051,17.915,11.62,-14.381,0.1071,-0.8062,0.7485,-0.0465,-0.2032,0.219
0.45,10000000,5.207,14.28,-22.051,17.915,11.62,-14.381,0.1078,-0.8414,0.8151,-0.0494,-0.2136,0.2357
0.45,10000000,5.354,14.28,-22.051,17.915,11.62,-14.381,0.1079,-0.8459,0.8236,-0.0497,-0.2149,0.2378
0.45,10000000,10.475,14.28,-22.051,17.915,11.62,-14.381,0.1057,-1.0145,1.1391,-0.0622,-0.2651,0.3157
0.45,10000000,12.496,14.28,-22.051,17.915,11.62,-14.381,0.1011,-1.0868,1.2688,-0.0671,-0.2898,0.3492
0.45,10000000,15.918,14.28,-22.051,17.915,11.62,-14.381,0.0886,-1.1975,1.4774,-0.0738,-0.3297,0.4003
0.45,10000000,18.299,14.28,-22.051,17.915,11.62,-14.381,0.0773,-1.2618,1.6146,-0.0774,-0.3536,0.4302
0.6,14000000,-15.119,14.28,-22.051,17.915,11.62,-14.381,0.0362,-0.3477,-0.404,0.002,-0.0277,-0.0363
0.6,14000000,-13.849,14.28,-22.051,17.915,11.62,-14.381,0.044,-0.3709,-0.3189,-0.0009,-0.0405,-0.0214
0.6,14000000,-8.858,14.28,-22.051,17.915,11.62,-14.381,0.0689,-0.478,-0.0044,-0.0133,-0.0914,0.0426
0.6,14000000,-6.99,14.28,-22.051,17.915,11.62,-14.381,0.0769,-0.5212,0.1099,-0.0182,-0.1093,0.0678
0.6,14000000,-6.796,14.28,-22.051,17.915,11.62,-14.381,0.0777,-0.5257,0.1216,-0.0187,-0.111,0.0704
0.6,14000000,-5.786,14.28,-22.051,17.915,11.62,-14.381,0.0817,-0.5495,0.1825,-0.0213,-0.1201,0.0841
0.6,14000000,-2.381,14.28,-22.051,17.915,11.62,-14.381,0.0929,-0.63,0.3772,-0.0299,-0.1486,0.1288
0.6,14000000,2.361,14.28,-22.051,17.915,11.62,-14.381,0.1034,-0.7619,0.6513,-0.0422,-0.1901,0.1961
0.6,14000000,4.062,14.28,-22.051,17.915,11.62,-14.381,0.1052,-0.8141,0.7505,-0.0467,-0.206,0.2212
0.6,14000000,5.207,14.28,-22.051,17.915,11.62,-14.381,0.1058,-0.8494,0.8168,-0.0495,-0.2165,0.2378
0.6,14000000,5.354,14.28,-22.051,17.915,11.62,-14.381,0.1059,-0.8539,0.8253,-0.0499,-0.2178,0.24
0.6,14000000,10.475,14.28,-22.051,17.915,11.62,-14.381,0.1024,-1.0146,1.1292,-0.0614,-0.2649,0.3132
0.6,14000000,12.496,14.28,-22.051,17.915,11.62,-14.381,0.097,-1.0886,1.2584,-0.0663,-0.2911,0.3472
0.6,14000000,15.918,14.28,-22.051,17.915,11.62,-14.381,0.0837,-1.2014,1.4732,-0.0729,-0.3295,0.3971
0.15,3500000,-18.856,-0.18,-0.848,-7.641,-25.977,-21.974,0.0931,0.3832,-1.0123,0.0536,0.1575,-0.2621
0.15,3500000,-16.961,-0.18,-0.848,-7.641,-25.977,-21.974,0.1041,0.316,-0.8684,0.0475,0.129,-0.2276
0.15,3500000,-16.959,-0.18,-0.848,-7.641,-25.977,-21.974,0.1042,0.3159,-0.8683,0.0475,0.129,-0.2276
0.15,3500000,-15.91,-0.18,-0.848,-7.641,-25.977,-21.974,0.1097,0.2832,-0.7949,0.0444,0.1158,-0.2108
0.15,3500000,-15.507,-0.18,-0.848,-7.641,-25.977,-21.974,0.1117,0.2715,-0.7679,0.0434,0.1112,-0.2048
0.15,3500000,-12.719,-0.18,-0.848,-7.641,-25.977,-21.974,0.1241,0.2018,-0.5966,0.0367,0.0865,-0.1691
0.15,3500000,-11.968,-0.18,-0.848,-7.641,-25.977,-21.974,0.127,0.1848,-0.5535,0.0351,0.0811,-0.1604
0.15,3500000,-6.74,-0.18,-0.848,-7.641,-25.977,-21.974,0.1429,0.0811,-0.2812,0.0251,0.0554,-0.1075
0.15,3500000,-4.71,-0.18,-0.848,-7.641,-25.977,-21.974,0.1472,-0.059,-0.0829,0.0118,-0.0031,-0.0367
0.15,3500000,-4.345,-0.18,-0.848,-7.641,-25.977,-21.974,0.1479,-0.0477,-0.0843,0.0129,0.0049,-0.0424
0.15,3500000,1.698,-0.18,-0.848,-7.641,-25.977,-21.974,0.1569,-0.1113,0.1168,0.0071,0.012,-0.0109
0.15,3500000,4.833,-0.18,-0.848,-7.641,-25.977,-21.974,0.1592,-0.1557,0.2339,0.0033,0.008,0.0111
0.15,3500000,8.05,-0.18,-0.848,-7.641,-25.977,-21.974,0.1578,-0.1004,0.2663,0.0086,0.0533,-0.0173
0.15,3500000,12.968,-0.18,-0.848,-7.641,-25.977,-21.974,0.1454,-0.3801,0.6995,-0.018,-0.0667,0.1235
0.15,3500000,13.362,-0.18,-0.848,-7.641,-25.977,-21.974,0.1437,-0.3924,0.7243,-0.0193,-0.0717,0.1297
0.3,7000000,-18.856,-0.18,-0.848,-7.641,-25.977,-21.974,0.0912,0.3853,-1.0222,0.0536,0.1596,-0.2629
0.3,7000000,-16.961,-0.18,-0.848,-7.641,-25.977,-21.974,0.1026,0.3181,-0.876,0.0475,0.1309,-0.2284
0.3,7000000,-16.959,-0.18,-0.848,-7.641,-25.977,-21.974,0.1026,0.318,-0.8759,0.0475,0.1308,-0.2284
0.3,7000000,-15.91,-0.18,-0.848,-7.641,-25.977,-21.974,0.1083,0.2853,-0.8013,0.0445,0.1175,-0.2116
0.3,7000000,-15.507,-0.18,-0.848,-7.641,-25.977,-21.974,0.1104,0.2736,-0.7739,0.0434,0.1129,-0.2056
0.3,7000000,-12.719,-0.18,-0.848,-7.641,-25.977,-21.974,0.123,0.2036,-0.6003,0.0368,0.0877,-0.1697
0.3,7000000,-11.968,-0.18,-0.848,-7.641,-25.977,-21.974,0.126,0.1866,-0.5566,0.0351,0.0822,-0.161
0.3,7000000,-6.74,-0.18,-0.848,-7.641,-25.977,-21.974,0.142,0.0802,-0.28,0.0249,0.0548,-0.1067
0.3,7000000,-4.71,-0.18,-0.848,-7.641,-25.977,-21.974,0.1463,-0.0582,-0.0832,0.0118,-0.003,-0.0366
0.3,7000000,-4.345,-0.18,-0.848,-7.641,-25.977,-21.974,0.147,-0.0468,-0.0847,0.0128,0.005,-0.0423
0.3,7000000,1.698,-0.18,-0.848,-7.641,-25.977,-21.974,0.1558,-0.1109,0.1164,0.0071,0.0117,-0.0105
0.3,7000000,4.833,-0.18,-0.848,-7.641,-25.977,-21.974,0.158,-0.1554,0.2334,0.0032,0.0074,0.0116
0.3,7000000,8.05,-0.18,-0.848,-7.641,-25.977,-21.974,0.1565,-0.0994,0.2653,0.0085,0.0529,-0.0173
0.3,7000000,12.968,-0.18,-0.848,-7.641,-25.977,-21.974,0.1435,-0.3774,0.6977,-0.0181,-0.0671,0.1229
0.3,7000000,13.362,-0.18,-0.848,-7.641,-25.977,-21.974,0.1417,-0.3898,0.7229,-0.0193,-0.0721,0.1292
0.45,10000000,-18.856,-0.18,-0.848,-7.641,-25.977,-21.974,0.0889,0.3891,-1.0318,0.0536,0.1628,-0.2641
0.45,10000000,-16.961,-0.18,-0.848,-7.641,-25.977,-21.974,0.1007,0.322,-0.8836,0.0475,0.1337,-0.2296
0.45,10000000,-16.959,-0.18,-0.848,-7.641,-25.977,-21.974,0.1007,0.3219,-0.8835,0.0475,0.1336,-0.2296
0.45,10000000,-15.91,-0.18,-0.848,-7.641,-25.977,-21.974,0.1065,0.2892,-0.808,0.0445,0.1201,-0.2127
0.45,10000000,-15.507,-0.18,-0.848,-7.641,-25.977,-21.974,0.1086,0.2775,-0.7803,0.0434,0.1155,-0.2067
0.45,10000000,-12.719,-0.18,-0.848,-7.641,-25.977,-21.974,0.1215,0.2073,-0.6045,0.0368,0.0897,-0.1707
0.45,10000000,-11.968,-0.18,-0.848,-7.641,-25.977,-21.974,0.1246,0.1901,-0.5602,0.0352,0.0841,-0.1618
0.45,10000000,-6.74,-0.18,-0.848,-7.641,-25.977,-21.974,0.1407,0.0783,-0.2771,0.0245,0.0534,-0.1048
0.45,10000000,-4.71,-0.18,-0.848,-7.641,-25.977,-21.974,0.145,-0.0567,-0.0837,0.0117,-0.0029,-0.0364
0.45,10000000,-4.345,-0.18,-0.848,-7.641,-25.977,-21.974,0.1457,-0.0451,-0.0853,0.0128,0.0053,-0.0422
0.45,10000000,1.698,-0.18,-0.848,-7.641,-25.977,-21.974,0.1543,-0.11,0.1156,0.0069,0.0112,-0.0099
0.45,10000000,4.833,-0.18,-0.848,-7.641,-25.977,-21.974,0.1562,-0.1549,0.2324,0.0029,0.0065,0.0124
0.45,10000000,8.05,-0.18,-0.848,-7.641,-25.977,-21.974,0.1544,-0.098,0.263,0.0083,0.052,-0.0169
0.45,10000000,12.968,-0.18,-0.848,-7.641,-25.977,-21.974,0.1407,-0.3731,0.6925,-0.0181,-0.0675,0.122
0.45,10000000,13.362,-0.18,-0.848,-7.641,-25.977,-21.974,0.1389,-0.3855,0.7181,-0.0194,-0.0726,0.1283
0.6,14000000,-18.856,-0.18,-0.848,-7.641,-25.977,-21.974,0.0863,0.3963,-1.0441,0.0538,0.1677,-0.2669
0.6,14000000,-16.961,-0.18,-0.848,-7.641,-25.977,-21.974,0.0984,0.3302,-0.8951,0.0479,0.1387,-0.2329
0.6,14000000,-16.959,-0.18,-0.848,-7.641,-25.977,-21.974,0.0984,0.3301,-0.895,0.0479,0.1387,-0.2329
0.6,14000000,-15.91,-0.18,-0.848,-7.641,-25.977,-21.974,0.1044,0.2972,-0.8184,0.0449,0.1249,-0.216
0.6,14000000,-15.507,-0.18,-0.848,-7.641,-25.977,-21.974,0.1066,0.2853,-0.7902,0.0438,0.12,-0.2099
0.6,14000000,-12.719,-0.18,-0.848,-7.641,-25.977,-21.974,0.1198,0.2136,-0.6112,0.0372,0.0931,-0.173
0.6,14000000,-11.968,-0.18,-0.848,-7.641,-25.977,-21.974,0.1229,0.196,-0.5663,0.0355,0.0872,-0.164
0.6,14000000,-6.74,-0.18,-0.848,-7.641,-25.977,-21.974,0.1392,0.0773,-0.2752,0.0242,0.0525,-0.1033
0.6,14000000,-4.71,-0.18,-0.848,-7.641,-25.977,-21.974,0.1435,-0.0555,-0.0838,0.0116,-0.0029,-0.0359
0.6,14000000,-4.345,-0.18,-0.848,-7.641,-25.977,-21.974,0.1442,-0.0437,-0.0857,0.0127,0.0054,-0.0419
0.6,14000000,1.698,-0.18,-0.848,-7.641,-25.977,-21.974,0.1524,-0.1093,0.115,0.0067,0.0105,-0.0092
0.6,14000000,4.833,-0.18,-0.848,-7.641,-25.977,-21.974,0.154,-0.1548,0.2316,0.0026,0.0051,0.0135
0.6,14000000,8.05,-0.18,-0.848,-7.641,-25.977,-21.974,0.1518,-0.0964,0.26,0.008,0.0511,-0.0166
0.6,14000000,12.968,-0.18,-0.848,-7.641,-25.977,-21.974,0.1368,-0.3699,0.6863,-0.0185,-0.0692,0.1217
0.15,3500000,-19.36,3.79,-14.173,25.564,-0.957,5.982,0.0674,0.481,-1.0999,0.0459,0.2009,-0.2808
0.15,3500000,-14.191,3.79,-14.173,25.564,-0.957,5.982,0.0971,0.3062,-0.7162,0.0301,0.1253,-0.1901
0.15,3500000,-11.246,3.79,-14.173,25.564,-0.957,5.982,0.1108,0.2159,-0.5155,0.0217,0.0904,-0.1429
0.15,3500000,-11.133,3.79,-14.173,25.564,-0.957,5.982,0.1113,0.2128,-0.5082,0.0214,0.0892,-0.1413
0.15,3500000,-9.904,3.79,-14.173,25.564,-0.957,5.982,0.1163,0.1809,-0.4325,0.0184,0.0783,-0.1245
0.15,3500000,-8.605,3.79,-14.173,25.564,-0.957,5.982,0.1212,0.153,-0.36,0.0158,0.0702,-0.1098
0.15,3500000,-0.324,3.79,-14.173,25.564,-0.957,5.982,0.1422,-0.1489,0.1807,-0.0137,-0.0377,0.0484
0.15,3500000,1.464,3.79,-14.173,25.564,-0.957,5.982,0.1448,-0.2029,0.2733,-0.0188,-0.0537,0.0757
0.15,3500000,4.492,3.79,-14.173,25.564,-0.957,5.982,0.1472,-0.1264,0.2604,-0.0112,0.0042,0.0356
0.15,3500000,7.936,3.79,-14.173,25.564,-0.957,5.982,0.1441,-0.0558,0.2665,-0.0035,0.059,-0.0023
0.15,3500000,10.779,3.79,-14.173,25.564,-0.957,5.982,0.1347,-0.2605,0.5372,-0.0211,-0.0335,0.1004
0.15,3500000,13.023,3.79,-14.173,25.564,-0.957,5.982,0.125,-0.357,0.6936,-0.0286,-0.0745,0.1487
0.15,3500000,18.112,3.79,-14.173,25.564,-0.957,5.982,0.0977,-0.5468,1.048,-0.043,-0.155,0.2443
0.15,3500000,19.221,3.79,-14.173,25.564,-0.957,5.982,0.091,-0.5743,1.1162,-0.0449,-0.166,0.2582
0.15,3500000,19.761,3.79,-14.173,25.564,-0.957,5.982,0.0877,-0.5859,1.1482,-0.0456,-0.1704,0.2641
0.3,7000000,-19.36,3.79,-14.173,25.564,-0.957,5.982,0.0657,0.4773,-1.1077,0.0458,0.2017,-0.2802
0.3,7000000,-14.191,3.79,-14.173,25.564,-0.957,5.982,0.0961,0.3046,-0.7196,0.0301,0.126,-0.1901
0.3,7000000,-11.246,3.79,-14.173,25.564,-0.957,5.982,0.11,0.2151,-0.5174,0.0218,0.0909,-0.1431
0.3,7000000,-11.133,3.79,-14.173,25.564,-0.957,5.982,0.1105,0.212,-0.5101,0.0215,0.0897,-0.1414
0.3,7000000,-9.904,3.79,-14.173,25.564,-0.957,5.982,0.1156,0.1803,-0.434,0.0185,0.0787,-0.1247
0.3,7000000,-8.605,3.79,-14.173,25.564,-0.957,5.982,0.1205,0.1526,-0.3611,0.0158,0.0706,-0.11
0.3,7000000,-0.324,3.79,-14.173,25.564,-0.957,5.982,0.1412,-0.1491,0.18,-0.0137,-0.0381,0.0486
0.3,7000000,1.464,3.79,-14.173,25.564,-0.957,5.982,0.1437,-0.2031,0.2723,-0.0188,-0.0542,0.0758
0.3,7000000,4.492,3.79,-14.173,25.564,-0.957,5.982,0.1459,-0.1259,0.2582,-0.011,0.004,0.0352
0.3,7000000,7.936,3.79,-14.173,25.564,-0.957,5.982,0.1424,-0.0654,0.2736,-0.0042,0.0534,0.0023
0.3,7000000,10.779,3.79,-14.173,25.564,-0.957,5.982,0.1332,-0.2632,0.5393,-0.0211,-0.0354,0.1015
0.3,7000000,13.023,3.79,-14.173,25.564,-0.957,5.982,0.1237,-0.3598,0.6978,-0.0287,-0.0763,0.1499
0.3,7000000,18.112,3.79,-14.173,25.564,-0.957,5.982,0.0965,-0.5474,1.0564,-0.0429,-0.1554,0.2442
0.3,7000000,19.221,3.79,-14.173,25.564,-0.957,5.982,0.0897,-0.5747,1.1261,-0.0448,-0.1662,0.2579
