MACH,RE,ALPHA,BETA,DEFL_1_1,DEFL_1_2,DEFL_1_3,DEFL_1_4,FX,FY,FZ,TX,TY,TZ
0.15,3500000,12.301,-5.58,21.682,-17.744,9.472,-22.864,0.1455,0.086,0.3697,-0.0031,0.0512,0.0324
0.15,3500000,13.483,-5.58,21.682,-17.744,9.472,-22.864,0.1399,0.0937,0.3965,-0.003,0.0567,0.0285
0.15,3500000,14.54,-5.58,21.682,-17.744,9.472,-22.864,0.1346,0.102,0.4209,-0.0028,0.0619,0.0246
0.15,3500000,17.529,-5.58,21.682,-17.744,9.472,-22.864,0.1175,0.1143,0.5095,-0.0031,0.0702,0.0193
0.15,3500000,-19.073,14.82,-26.43,-25.919,-0.342,-9.586,0.0577,-0.3474,-0.6904,0.0108,-0.0542,-0.0625
0.15,3500000,-16.776,14.82,-26.43,-25.919,-0.342,-9.586,0.0714,-0.4102,-0.5353,0.0054,-0.0857,-0.0299
0.15,3500000,-10.588,14.82,-26.43,-25.919,-0.342,-9.586,0.1039,-0.6074,-0.122,-0.0122,-0.1851,0.0757
0.15,3500000,-7.442,14.82,-26.43,-25.919,-0.342,-9.586,0.1131,-0.717,0.0885,-0.0228,-0.2367,0.135
0.15,3500000,-7.242,14.82,-26.43,-25.919,-0.342,-9.586,0.1134,-0.7236,0.1016,-0.0235,-0.2396,0.1386
0.15,3500000,-3.451,14.82,-26.43,-25.919,-0.342,-9.586,0.115,-0.8457,0.3418,-0.0359,-0.2902,0.2041
0.15,3500000,-0.312,14.82,-26.43,-25.919,-0.342,-9.586,0.1125,-0.94,0.5276,-0.0451,-0.3241,0.2529
0.15,3500000,2.021,14.82,-26.43,-25.919,-0.342,-9.586,0.1086,-1.0086,0.6619,-0.0513,-0.3459,0.2869
0.15,3500000,4.471,14.82,-26.43,-25.919,-0.342,-9.586,0.1029,-1.0805,0.8016,-0.0574,-0.3669,0.3213
0.15,3500000,8.158,14.82,-26.43,-25.919,-0.342,-9.586,0.0916,-1.1872,1.0154,-0.0656,-0.3949,0.3705
0.15,3500000,10.092,14.82,-26.43,-25.919,-0.342,-9.586,0.0848,-1.2407,1.1275,-0.0693,-0.4082,0.3947
0.15,3500000,11.723,14.82,-26.43,-25.919,-0.342,-9.586,0.0785,-1.2834,1.2208,-0.0721,-0.4185,0.4139
0.15,3500000,11.863,14.82,-26.43,-25.919,-0.342,-9.586,0.0779,-1.2869,1.2287,-0.0723,-0.4193,0.4155
0.15,3500000,13.799,14.82,-26.43,-25.919,-0.342,-9.586,0.0698,-1.3337,1.3377,-0.0752,-0.4304,0.4365
0.15,3500000,17.083,14.82,-26.43,-25.919,-0.342,-9.586,0.0549,-1.4029,1.5181,-0.079,-0.4464,0.468
0.15,3500000,-19.424,12.84,1.005,-16.751,17.46,1.318,0.0618,-0.1595,-0.9034,0.0154,0.0076,-0.1469
0.15,3500000,-15.883,12.84,1.005,-16.751,17.46,1.318,0.0801,-0.2815,-0.6428,0.0048,-0.0549,-0.0823
0.15,3500000,-13.027,12.84,1.005,-16.751,17.46,1.318,0.0919,-0.3571,-0.4593,-0.002,-0.0917,-0.0407
0.15,3500000,-10.804,12.84,1.005,-16.751,17.46,1.318,0.0978,-0.412,-0.3169,-0.0076,-0.1151,-0.0099
0.15,3500000,-8.806,12.84,1.005,-16.751,17.46,1.318,0.1012,-0.4662,-0.1858,-0.0132,-0.1372,0.0205
0.15,3500000,-8.492,12.84,1.005,-16.751,17.46,1.318,0.1016,-0.475,-0.1653,-0.0142,-0.1407,0.0254
0.15,3500000,-6.707,12.84,1.005,-16.751,17.46,1.318,0.1032,-0.5265,-0.0491,-0.0196,-0.1611,0.0541
0.15,3500000,-6.11,12.84,1.005,-16.751,17.46,1.318,0.1035,-0.5441,-0.0106,-0.0214,-0.1679,0.0638
0.15,3500000,2.173,12.84,1.005,-16.751,17.46,1.318,0.096,-0.7848,0.475,-0.0458,-0.2514,0.1908
0.15,3500000,7.863,12.84,1.005,-16.751,17.46,1.318,0.0804,-0.9495,0.7925,-0.0597,-0.2983,0.2697
0.15,3500000,9.222,12.84,1.005,-16.751,17.46,1.318,0.0756,-0.9891,0.8708,-0.0626,-0.3093,0.2884
0.15,3500000,11.719,12.84,1.005,-16.751,17.46,1.318,0.0656,-1.0601,1.0163,-0.0675,-0.3292,0.3218
0.15,3500000,14.216,12.84,1.005,-16.751,17.46,1.318,0.054,-1.1262,1.1628,-0.0718,-0.3476,0.3532
0.15,3500000,14.839,12.84,1.005,-16.751,17.46,1.318,0.0508,-1.1414,1.1993,-0.0728,-0.3517,0.3605
0.15,3500000,19.151,12.84,1.005,-16.751,17.46,1.318,0.0257,-1.2324,1.4514,-0.0783,-0.3751,0.4053
0.15,3500000,-16.434,-16.84,-23.39,4.867,11.367,-7.722,0.072,1.6167,-1.4709,0.0855,0.4336,-0.3938
0.15,3500000,-14.681,-16.84,-23.39,4.867,11.367,-7.722,0.0813,1.5531,-1.343,0.0809,0.4128,-0.3634
0.15,3500000,-14.238,-16.84,-23.39,4.867,11.367,-7.722,0.0836,1.5368,-1.3111,0.0797,0.4075,-0.3557
0.15,3500000,-10.777,-16.84,-23.39,4.867,11.367,-7.722,0.0992,1.4021,-1.0626,0.0696,0.3624,-0.2918
0.15,3500000,-6.157,-16.84,-23.39,4.867,11.367,-7.722,0.1142,1.2022,-0.7316,0.0537,0.2898,-0.1957
0.15,3500000,-4.644,-16.84,-23.39,4.867,11.367,-7.722,0.1175,1.1319,-0.6234,0.0479,0.262,-0.1612
0.15,3500000,-4.572,-16.84,-23.39,4.867,11.367,-7.722,0.1176,1.1285,-0.6182,0.0476,0.2607,-0.1596
0.15,3500000,-1.876,-16.84,-23.39,4.867,11.367,-7.722,0.122,0.9978,-0.4172,0.0362,0.2078,-0.0942
0.15,3500000,0.649,-16.84,-23.39,4.867,11.367,-7.722,0.1244,0.8761,-0.2233,0.0252,0.1578,-0.0317
0.15,3500000,1.063,-16.84,-23.39,4.867,11.367,-7.722,0.1247,0.8561,-0.1907,0.0234,0.1495,-0.0213
0.15,3500000,2.689,-16.84,-23.39,4.867,11.367,-7.722,0.1252,0.7771,-0.0603,0.016,0.1162,0.0203
0.15,3500000,3.171,-16.84,-23.39,4.867,11.367,-7.722,0.1253,0.7534,-0.0207,0.0138,0.1061,0.0329
0.15,3500000,9.21,-16.84,-23.39,4.867,11.367,-7.722,0.1204,0.3851,0.5763,-0.0217,-0.0613,0.2308
0.15,3500000,9.978,-16.84,-23.39,4.867,11.367,-7.722,0.1191,0.343,0.6514,-0.0259,-0.0809,0.2541
0.15,3500000,11.133,-16.84,-23.39,4.867,11.367,-7.722,0.1168,0.3766,0.6684,-0.0234,-0.0614,0.2401
0.15,3500000,-19.158,-2.39,18.01,5.211,-15.386,8.904,0.0843,0.6587,-1.341,0.0617,0.2588,-0.3834
0.15,3500000,-18.7,-2.39,18.01,5.211,-15.386,8.904,0.0868,0.6442,-1.3072,0.0604,0.253,-0.3759
0.15,3500000,-12.722,-2.39,18.01,5.211,-15.386,8.904,0.1132,0.4717,-0.9006,0.0454,0.1912,-0.2872
0.15,3500000,-6.39,-2.39,18.01,5.211,-15.386,8.904,0.1263,0.2262,-0.4519,0.0237,0.1028,-0.1626
0.15,3500000,-3.948,-2.39,18.01,5.211,-15.386,8.904,0.1277,0.1558,-0.319,0.0177,0.0829,-0.1276
0.15,3500000,-1.522,-2.39,18.01,5.211,-15.386,8.904,0.1277,0.0766,-0.1862,0.0108,0.0587,-0.0882
0.15,3500000,2.013,-2.39,18.01,5.211,-15.386,8.904,0.1265,-0.0096,-0.0244,0.0027,0.037,-0.0443
0.15,3500000,3.706,-2.39,18.01,5.211,-15.386,8.904,0.1254,-0.0211,0.0283,0.0013,0.0405,-0.0378
0.15,3500000,6.169,-2.39,18.01,5.211,-15.386,8.904,0.123,0.0271,0.0463,0.0053,0.0774,-0.0611
0.15,3500000,11.419,-2.39,18.01,5.211,-15.386,8.904,0.1114,-0.0562,0.2993,-0.0037,0.0605,-0.018
0.15,3500000,13.683,-2.39,18.01,5.211,-15.386,8.904,0.1032,-0.1148,0.442,-0.0093,0.0409,0.0116
0.15,3500000,15.168,-2.39,18.01,5.211,-15.386,8.904,0.0968,-0.1492,0.535,-0.0126,0.0295,0.029
0.15,3500000,16.123,-2.39,18.01,5.211,-15.386,8.904,0.0922,-0.1694,0.5941,-0.0145,0.023,0.0392
0.15,3500000,16.566,-2.39,18.01,5.211,-15.386,8.904,0.09,-0.1777,0.6208,-0.0153,0.0205,0.0434
0.15,3500000,18.572,-2.39,18.01,5.211,-15.386,8.904,0.0791,-0.2081,0.7367,-0.0181,0.0121,0.0587
